f1,f2,f3,f4,f5,f6,f7,target
0.31591959016320675,0.5035615509822351,0.5411872422622908,0.5159003110594123,0.3846499059907399,-0.24288229348046445,-0.062390804290771484,2
0.37644803670392407,0.49048069782077885,0.5191887896590117,0.4861227274855723,0.4154155221117385,0.027291110724035547,0.006757103838026524,2
0.3415299831615576,0.5204414266703558,0.5836499869325615,0.5675600131648858,0.503409961073627,-0.3549669404625632,0.01946467161178589,2
0.19916837935906598,0.37415257654752865,0.42426705798603437,0.42041357379564137,0.37059588176346653,-0.5104335906066179,-0.0007523046806454659,2
0.2635335611427067,0.4197097763764724,0.4469413688849224,0.41788145274368776,0.3429079675591775,-0.03102601836092706,-0.028118431568145752,2
0.2564319878792246,0.46214482754439523,0.5025439511753969,0.4822792859093905,0.41914969533388813,0.29701379335832684,-0.000551985576748848,2
0.26873296106332456,0.43052507231220194,0.4731952395374693,0.45105042967157016,0.3835582136681377,0.2126740736966549,-0.008632155135273933,2
0.20636557535251757,0.2889103653948046,0.3221714380524024,0.3192853578017219,0.30085396340687026,0.9913962923111544,-0.00696217454969883,2
0.2094401005147638,0.3275701540039216,0.3737278414147461,0.3764810036182073,0.3496711164316648,-0.8384533228730191,0.0018477067351341248,2
0.3385099437377896,0.5077467499984801,0.28119701375558254,0.19919773131908627,0.21277524490991698,-0.8383496249732897,-0.0963799636811018,0
0.3562284689909871,0.4432248213032605,0.25654667235910406,0.1895892669048279,0.1878131273435082,0.6584114241123781,-0.0854062419384718,0
0.26870212235969587,0.33778789718044683,0.19159255882267295,0.14211973122278213,0.14214468752284976,-0.6548144998885294,-0.06378003675490618,0
0.23402309841552307,0.2810316238063782,0.18692281823003884,0.14732363540670387,0.14129473786638863,0.9354970840614171,-0.06730924313887954,0
0.4357074400653328,0.3229275376665086,0.1860422075746429,0.1402455333363004,0.1252759110948638,0.16845939186229117,-0.052922850009053946,1
0.4946899332788117,0.42878982494634194,0.2161951523814201,0.1418982689235258,0.12080543550735726,-0.1446148428629448,-0.04379270598292351,1
0.5453177778061146,0.4024621215184509,0.2368557476654687,0.17518229147758932,0.19381127215853852,-0.24247614327943057,-0.06546773947775364,1
0.4824090059835611,0.39849608164100925,0.2833592419650016,0.2278480801198064,0.20261183514118228,0.23131390107648767,-0.052088674157857895,1
0.508984559599908,0.3802318259169628,0.26072282894363585,0.15908045924003833,0.15215743236607068,-0.20972665149628678,-0.059488135389983654,1
0.39066766306911926,0.30583337683636164,0.17736627897380258,0.14101392445844863,0.12697841378296093,0.4358082547105757,-0.04307922860607505,1
